gameid,playoffs,game,team_x,gamelength,result,kills,deaths,assists,doublekills,triplekills,quadrakills,pentakills,firstblood,team kpm,ckpm,firstdragon,dragons,elementaldrakes,infernals,mountains,clouds,oceans,elders,firstherald,heralds,firstbaron,barons,firsttower,towers,firstmidtower,firsttothreetowers,inhibitors,damagetochampions,dpm,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,goldspent,gspd,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,golddiffat10,xpdiffat10,csdiffat10,golddiffat15,xpdiffat15,csdiffat15,team_y
ESPORTSTMNT02/1383977,0,1,Gen.G,1768,1,10,-10,26,3.0,1.0,0.0,0.0,1.0,0.3394,0.0,1.0,5.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,5075,172.22849999999994,-218.82349999999997,-6.9909000000000106,-2,-0.06789999999999985,21,0.7126999999999999,-5,96.0,3.2579000000000002,7509,7509,254.83030000000008,-3284.0,-0.1355848,26,-8,10,507.0,-596.0,10.0,486.0,1158.0,13.0,DAMWON Gaming
ESPORTSTMNT02/1384018,0,2,DAMWON Gaming,2018,1,8,-8,23,2.0,0.0,0.0,0.0,0.0,0.2379,0.0,0.0,1.0,1.0,-1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,8.0,1.0,1.0,1.0,23837,708.7313999999999,-270.6837999999998,26.818700000000035,12,0.3567999999999998,-8,-0.2379,-11,89.0,2.6460999999999997,8967,8967,266.6105,8140.0,0.292122,52,-7,29,434.0,608.0,31.0,831.0,1319.0,34.0,Gen.G
ESPORTSTMNT02/1384046,0,3,Gen.G,1708,1,5,-5,20,2.0,1.0,0.0,0.0,0.0,0.17560000000000003,0.0,1.0,4.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,-13637,-479.05150000000003,627.1896999999999,1408.3138000000001,37,1.2997999999999998,-7,-0.2459,10,31.0,1.0889999999999995,6522,6522,229.1101,3370.0,0.1480994,1,-25,1,-1931.0,-555.0,8.0,-2335.0,-835.0,6.0,DAMWON Gaming
6243-8084,0,1,Top Esports,1863,0,-6,6,-15,0.0,-1.0,0.0,0.0,0.0,-0.19320000000000004,0.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,-2.0,1.0,1.0,1.0,-5.0,0.0,0.0,-1.0,3531,113.7198000000003,-9.082200000000284,-157.0369999999998,7,0.22550000000000026,-6,-0.19320000000000004,-2,14.0,0.45089999999999986,-2685,-2685,-86.47340000000008,1947.0,0.073111,38,18,18,-487.0,-552.0,64.0,335.0,-67.0,86.0,EDward Gaming
6243-8088,0,2,EDward Gaming,1885,0,-7,7,-26,0.0,-1.0,0.0,0.0,1.0,-0.2228,0.0,0.0,-5.0,-4.0,0.0,-1.0,-2.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,-7.0,1.0,0.0,-3.0,-12702,-404.30769999999984,262.8541,220.45620000000008,29,0.9231000000000003,-29,-0.9230999999999998,4,-51.0,-1.6233000000000004,-8968,-8968,-285.45359999999994,-4665.0,-0.1835078,-18,0,-8,-1575.0,-1825.0,-54.0,-1344.0,-1323.0,-46.0,Top Esports
6243-8091,0,3,Top Esports,1869,1,3,-3,17,2.0,0.0,0.0,0.0,0.0,0.09630000000000005,0.0,1.0,2.0,2.0,2.0,0.0,-1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,11270,361.79779999999994,-26.292199999999866,-375.9229999999998,8,0.25680000000000014,7,0.2248000000000001,6,46.0,1.4767000000000001,5403,5403,173.4511000000001,2725.0,0.11519160000000002,44,3,5,-1746.0,-1066.0,8.0,-48.0,-756.0,13.0,EDward Gaming
ESPORTSTMNT05/1520564,0,1,G2 Esports,1867,0,-6,6,-17,-3.0,0.0,0.0,0.0,1.0,-0.19279999999999997,0.0,0.0,-3.0,-3.0,-1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,-2.0,1.0,-6.0,0.0,0.0,-1.0,-2953,-94.90090000000009,115.75790000000006,111.5800999999999,15,0.4821,-1,-0.03210000000000002,8,-8.0,-0.25709999999999944,-7314,-7314,-235.05089999999996,-7000.0,-0.269958,-8,7,-5,-710.0,-330.0,-18.0,-121.0,35.0,-28.0,SK Gaming
ESPORTSTMNT05/1520575,0,1,Fnatic,1861,0,-13,13,-23,-4.0,0.0,0.0,0.0,0.0,-0.4192,0.0,0.0,-3.0,-3.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,0.0,-2.0,0.0,-11.0,0.0,0.0,-4.0,-12684,-408.9414999999999,-139.4734000000003,1004.9436000000001,-5,-0.1612,0,0.0,7,-38.0,-1.2252,-15775,-15775,-508.59749999999997,-8408.0,-0.32351599999999997,-131,-42,-48,-2122.0,-2279.0,-27.0,-5258.0,-3467.0,-45.0,Rogue
ESPORTSTMNT02/1394597,0,1,FlyQuest,2151,1,5,-5,6,0.0,0.0,0.0,0.0,1.0,0.1395,0.0,0.0,3.0,3.0,-1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,705,19.66529999999966,73.89120000000003,87.5872000000004,-20,-0.5579000000000001,25,0.6972999999999998,9,36.0,1.0042,8316,8316,231.96659999999997,2420.0,0.0799736,99,26,26,274.0,-647.0,2.0,2012.0,790.0,16.0,Counter Logic Gaming
ESPORTSTMNT02/1394605,0,1,Team Liquid,1821,0,-3,3,-16,-1.0,-1.0,0.0,0.0,0.0,-0.0988,0.0,0.0,-4.0,-4.0,-1.0,-1.0,0.0,-2.0,0.0,1.0,0.0,0.0,-1.0,1.0,-7.0,0.0,0.0,-1.0,-888,-29.258599999999888,-420.8566999999998,-717.7593999999999,-1,-0.03289999999999971,-27,-0.8896,6,-56.0,-1.8452000000000002,-5782,-5782,-190.51069999999993,-158.0,-0.0066908,0,7,-10,1111.0,1381.0,-2.0,-17.0,-1078.0,-46.0,Cloud9
ESPORTSTMNT02/1384780,0,1,SeolHaeOne Prince,1701,0,-14,14,-43,-1.0,0.0,0.0,0.0,0.0,-0.4938,0.0,0.0,-4.0,-4.0,0.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-6.0,0.0,0.0,-1.0,-2934,-103.49209999999994,-374.2152000000001,-586.9841000000001,-1,-0.03529999999999989,-20,-0.7055,-8,-87.0,-3.0687999999999995,-12249,-12249,-432.0635,-8475.0,-0.37263,-29,-2,-17,-332.0,39.0,-26.0,-1488.0,-240.0,-39.0,Gen.G
ESPORTSTMNT02/1384813,0,2,Gen.G,1568,1,15,-15,40,1.0,1.0,0.0,0.0,1.0,0.5739,0.0,0.0,0.0,0.0,2.0,-1.0,-1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,10.0,1.0,1.0,2.0,32557,1245.8035,-1096.2244,-249.87249999999995,9,0.3443999999999998,17,0.6506,11,55.0,2.1045999999999996,15044,15044,575.6632999999999,7335.0,0.347486,51,11,32,1847.0,896.0,9.0,3017.0,801.0,26.0,SeolHaeOne Prince
6244-8101,0,1,Suning,1690,1,8,-8,23,1.0,1.0,0.0,0.0,1.0,0.28400000000000003,0.0,1.0,2.0,2.0,1.0,-1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,1.0,1.0,3.0,15910,564.8519999999999,-530.3787,-116.0947000000001,13,0.4615999999999998,-5,-0.1775,0,34.0,1.2070999999999996,8917,8917,316.5798000000001,2250.0,0.1023308,43,-2,32,1640.0,1291.0,37.0,1694.0,1393.0,30.0,Dominus Esports
6244-8104,0,2,Dominus Esports,1797,1,12,-12,19,1.0,1.0,0.0,0.0,1.0,0.4006,0.0,1.0,4.0,4.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,9293,310.28380000000016,-272.3204999999998,755.5258000000001,-6,-0.20029999999999992,11,0.3673000000000002,3,27.0,0.9015000000000004,9290,9290,310.18359999999996,5985.0,0.242182,25,-17,0,983.0,227.0,-30.0,2699.0,1075.0,-39.0,Suning
ESPORTSTMNT02/1384863,0,1,DAMWON Gaming,1395,1,8,-8,24,2.0,0.0,0.0,0.0,0.0,0.34400000000000003,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,8.0,1.0,1.0,1.0,17429,749.6344000000001,-42.967699999999695,-400.3010999999999,25,1.0753,-3,-0.129,2,78.0,3.3548,11174,11174,480.60209999999995,9580.0,0.519734,108,28,36,1961.0,1843.0,61.0,2941.0,2017.0,80.0,KT Rolster
ESPORTSTMNT02/1384871,0,1,Hong Kong Attitude,1900,1,2,-2,7,1.0,1.0,0.0,0.0,0.0,0.06309999999999999,0.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,1.0,2.0,1.0,1.0,1.0,2662,84.06320000000005,147.66309999999976,-102.72629999999981,12,0.379,-2,-0.06319999999999992,7,54.0,1.7053000000000011,505,505,15.947399999999789,-5375.0,-0.21094000000000002,25,-11,-4,-381.0,-177.0,11.0,1854.0,850.0,8.0,PSG Talon
6244-8106,0,3,Suning,1504,1,15,-15,50,2.0,1.0,0.0,0.0,0.0,0.5984,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,4694,187.26059999999984,705.9174999999996,630.9973999999997,13,0.5185999999999997,-17,-0.6782000000000001,4,19.0,0.758,10305,10305,411.1037,6900.0,0.33173,28,-22,26,-56.0,261.0,0.0,2742.0,1212.0,-16.0,Dominus Esports
ESPORTSTMNT02/1384878,0,2,KT Rolster,1298,0,-18,18,-46,-4.0,-3.0,-1.0,-1.0,0.0,-0.8321,0.0,0.0,-3.0,-3.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,0.0,-1.0,0.0,-6.0,0.0,0.0,-1.0,-10800,-499.2296000000001,-377.65800000000036,39.33739999999989,-8,-0.3697999999999997,7,0.3234999999999999,2,-9.0,-0.41609999999999925,-14903,-14903,-688.8906000000001,-8480.0,-0.48862,-79,-14,-25,-3242.0,-1930.0,-18.0,-6045.0,-2738.0,-26.0,DAMWON Gaming
ESPORTSTMNT02/1394747,0,1,Machi Esports,2256,0,-18,18,-59,-2.0,1.0,0.0,0.0,0.0,-0.4787,0.0,1.0,-2.0,-2.0,0.0,1.0,-4.0,1.0,0.0,1.0,2.0,0.0,-2.0,1.0,-5.0,1.0,1.0,-1.0,-4436,-117.97879999999986,-283.0585000000001,124.92020000000002,15,0.399,-10,-0.2658999999999998,-12,-28.0,-0.7447000000000008,-9852,-9852,-262.0213,-8090.0,-0.253884,-26,-24,-16,-204.0,182.0,33.0,1022.0,496.0,80.0,J Team
ESPORTSTMNT05/1520612,0,1,Dragon Army,1350,0,-8,8,-17,-2.0,-1.0,0.0,0.0,0.0,-0.3554999999999999,0.0,1.0,1.0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,-2.0,0.0,-1.0,0.0,-7.0,0.0,0.0,-1.0,-107,-4.7555999999999585,278.3110999999999,149.55550000000017,0,0.0,9,0.3999999999999999,11,12.0,0.5333000000000006,-9650,-9650,-428.88890000000015,-6158.0,-0.343984,7,3,-1,285.0,924.0,47.0,-326.0,685.0,44.0,Unicorns Of Love.CIS
ESPORTSTMNT05/1520623,0,1,MAD Lions,1951,1,7,-7,20,1.0,0.0,0.0,0.0,1.0,0.2153,0.0,0.0,1.0,1.0,1.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,11261,346.31470000000013,-616.5761000000002,-421.5377000000001,3,0.09219999999999962,-17,-0.5227999999999999,-3,-23.0,-0.7073,9670,9670,297.38599999999997,4108.0,0.1693532,12,-8,11,1650.0,688.0,30.0,2806.0,626.0,8.0,Rogue
ESPORTSTMNT05/1520634,0,1,G2 Esports,1505,1,18,-18,44,2.0,2.0,1.0,0.0,0.0,0.7176,0.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,20336,810.7375000000002,-227.48169999999982,-451.2957000000001,15,0.5980000000000003,0,0.0,7,45.0,1.7940000000000005,11278,11278,449.62130000000013,9540.0,0.464742,18,-15,1,1271.0,-36.0,9.0,3958.0,2795.0,18.0,Fnatic
ESPORTSTMNT02/1385035,0,1,Team SoloMid,1922,1,15,-15,34,2.0,0.0,0.0,0.0,1.0,0.4683,0.0,0.0,1.0,1.0,-1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,6.0,0.0,1.0,2.0,9696,302.6847,-77.54430000000002,122.5286000000001,-26,-0.8117000000000001,21,0.6556,-4,21.0,0.6555999999999997,11150,11150,348.07500000000005,2325.0,0.094421,30,0,0,1000.0,872.0,-7.0,1500.0,1056.0,-8.0,Evil Geniuses
ESPORTSTMNT02/1385056,0,1,Dignitas,2776,0,-1,1,-2,-1.0,0.0,0.0,0.0,1.0,-0.02159999999999998,0.0,1.0,2.0,2.0,2.0,0.0,-1.0,1.0,0.0,1.0,2.0,0.0,-2.0,0.0,-8.0,1.0,0.0,-4.0,-7831,-169.25790000000006,49.9063000000001,898.3789999999999,1,0.02159999999999984,2,0.043299999999999894,4,-17.0,-0.36739999999999995,-8316,-8316,-179.7406000000001,-11090.0,-0.284014,-96,-3,-55,-329.0,18.0,6.0,-2144.0,-2226.0,-4.0,Team Liquid
ESPORTSTMNT02/1385131,0,1,Afreeca Freecs,2080,0,-14,13,-43,-3.0,-1.0,0.0,0.0,1.0,-0.40390000000000004,0.0,1.0,-3.0,-3.0,1.0,-1.0,0.0,-3.0,0.0,1.0,0.0,0.0,-1.0,0.0,-9.0,0.0,0.0,-3.0,-46146,-1331.1345999999999,735.9807000000001,213.49029999999993,-24,-0.6922999999999999,6,0.17300000000000004,-6,-39.0,-1.1250000000000009,-13012,-13012,-375.34619999999995,4722.0,0.1596106,-84,-5,-33,-637.0,-954.0,-33.0,-54.0,-899.0,-41.0,DRX
ESPORTSTMNT02/1385159,0,2,DRX,2379,1,-4,4,-2,0.0,-1.0,0.0,0.0,0.0,-0.10089999999999999,0.0,1.0,-2.0,-2.0,-2.0,-1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,-2891,-72.91300000000001,279.62170000000015,-942.5978,4,0.10089999999999977,-23,-0.5801000000000001,-1,-80.0,-2.0176999999999996,1691,1691,42.648099999999886,-2510.0,-0.0782298,-60,-13,-34,578.0,760.0,38.0,-945.0,53.0,52.0,Afreeca Freecs
ESPORTSTMNT02/1395058,0,1,Liyab Esports,1559,0,-15,15,-26,-2.0,0.0,0.0,0.0,0.0,-0.5773,0.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-6.0,0.0,0.0,-2.0,-9436,-363.1559,176.3054000000002,71.6228000000001,-8,-0.3078999999999996,-3,-0.11550000000000005,5,-24.0,-0.9237000000000002,-11630,-11630,-447.5946,-3558.0,-0.19805720000000002,-31,-14,-24,-1061.0,324.0,1.0,-1376.0,-1021.0,-2.0,Machi Esports
6247-8125,0,1,Rogue Warriors,1444,0,-26,26,-47,-7.0,-1.0,0.0,0.0,1.0,-1.0803,0.0,0.0,-2.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0,-8.0,0.0,0.0,-1.0,-25547,-1061.5097000000003,391.7035999999998,73.54570000000012,-21,-0.8725999999999998,-7,-0.29079999999999995,4,-77.0,-3.1994999999999996,-15345,-15345,-637.6039000000001,-14008.0,-0.663038,-103,-43,-33,-2162.0,-2272.0,-54.0,-7707.0,-6495.0,-83.0,JD Gaming
6247-8127,0,2,Rogue Warriors,2153,1,7,-7,25,0.0,-1.0,0.0,0.0,1.0,0.1951,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-2.0,0.0,1.0,2.0,0.0,-2.0,1.0,2.0,1.0,1.0,1.0,25219,702.8054000000002,-1025.8522999999996,-1505.49,-17,-0.4738000000000002,3,0.0835999999999999,-6,-18.0,-0.5016999999999996,1120,1120,31.212200000000166,-7709.0,-0.24497399999999997,-57,-35,-28,3244.0,2574.0,17.0,3304.0,657.0,1.0,JD Gaming
ESPORTSTMNT02/1395143,0,1,Alpha Esports,2503,0,-13,13,-57,-3.0,0.0,0.0,0.0,1.0,-0.31160000000000004,0.0,1.0,-1.0,-1.0,1.0,-3.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.0,1.0,-5.0,0.0,0.0,-2.0,-57800,-1385.5372999999997,1446.0407,1089.205,-5,-0.11980000000000013,-7,-0.16779999999999995,12,-88.0,-2.1094999999999997,-11277,-11277,-270.32359999999994,-6476.0,-0.1850602,-35,-7,-7,166.0,-217.0,-39.0,-1629.0,-2142.0,-49.0,PSG Talon
6247-8128,0,3,JD Gaming,1669,1,9,-9,21,2.0,0.0,0.0,0.0,0.0,0.3235,0.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0,2.0,14409,517.9988000000001,-288.9634000000001,-587.3457000000001,32,1.1504000000000003,-18,-0.6471,4,41.0,1.4738999999999995,12318,12318,442.8280000000001,5706.0,0.264854,54,26,18,28.0,-144.0,2.0,2965.0,1580.0,16.0,Rogue Warriors
ESPORTSTMNT05/1510658,0,1,Unicorns Of Love.CIS,1859,1,12,-12,40,0.0,1.0,0.0,0.0,1.0,0.3872999999999999,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,9.0,1.0,1.0,2.0,11961,386.0463,-244.93820000000005,-313.6848,-16,-0.5164,37,1.1942000000000002,-22,144.0,4.6476999999999995,14331,14331,462.539,8648.0,0.319208,57,-8,29,3243.0,2288.0,25.0,1747.0,-2332.0,12.0,One Breath Gaming
ESPORTSTMNT02/1385370,0,1,100 Thieves,2909,0,-1,1,-10,2.0,0.0,0.0,0.0,0.0,-0.020600000000000007,0.0,0.0,-2.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,1.0,3.0,0.0,-1.0,1.0,0.0,3.0,18177,374.91229999999996,-297.1741999999999,-597.0299,-24,-0.4950000000000001,27,0.5569,-15,63.0,1.2994999999999992,93,93,1.9182000000000698,5277.0,0.125201,105,32,64,-333.0,636.0,0.0,-1289.0,1256.0,18.0,Team SoloMid
ESPORTSTMNT02/1385399,0,1,Golden Guardians,2834,1,3,-3,5,2.0,0.0,0.0,0.0,1.0,0.0635,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,-1.0,1.0,2.0,0.0,-1.0,1.0,7.0,0.0,1.0,4.0,40474,856.8948,-475.53279999999995,-1120.0564999999997,7,0.14819999999999967,-20,-0.4234,4,-75.0,-1.5877999999999997,3740,3740,79.18139999999994,2233.0,0.058538599999999996,102,26,48,819.0,-840.0,-8.0,3176.0,891.0,-9.0,FlyQuest
ESPORTSTMNT02/1385861,0,1,T1,2126,0,-1,1,-9,-1.0,0.0,0.0,0.0,1.0,-0.028200000000000003,0.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,1.0,1.0,0.0,-1.0,1.0,-4.0,0.0,0.0,-1.0,8261,233.14210000000003,-587.6105000000002,204.21450000000004,0,0.0,-24,-0.6772999999999998,9,-76.0,-2.1448,-4715,-4715,-133.06679999999994,-1903.0,-0.06717680000000001,7,7,-8,-163.0,-949.0,-1.0,288.0,-1387.0,-8.0,DAMWON Gaming
ESPORTSTMNT02/1385882,0,2,DAMWON Gaming,2952,1,4,-4,7,1.0,0.0,0.0,0.0,0.0,0.08130000000000001,0.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,17606,357.8454999999999,-626.9308999999998,-223.71960000000013,4,0.0812999999999997,-4,-0.08130000000000015,-20,0.0,0.0,7452,7452,151.46350000000007,3517.0,0.0899298,87,-13,36,-1104.0,-11.0,2.0,-510.0,-732.0,-25.0,T1
ESPORTSTMNT02/1385895,0,1,Gen.G,1922,1,14,-14,25,1.0,0.0,0.0,0.0,1.0,0.4371,0.0,1.0,5.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,10.0,1.0,1.0,2.0,28946,903.6212,-518.46,686.7532999999999,15,0.4682999999999997,-7,-0.21850000000000014,7,18.0,0.5620000000000003,16522,16522,515.7752999999999,11185.0,0.409202,95,21,45,1480.0,688.0,12.0,3151.0,345.0,11.0,SANDBOX Gaming
ESPORTSTMNT02/1385913,0,2,SANDBOX Gaming,1657,0,-17,17,-36,-5.0,-1.0,0.0,0.0,0.0,-0.6155999999999999,0.0,1.0,-2.0,-2.0,1.0,-1.0,-2.0,0.0,0.0,0.0,-2.0,0.0,-1.0,0.0,-9.0,0.0,0.0,-1.0,-11901,-430.93550000000005,92.29939999999988,-840.8328000000001,-1,-0.03620000000000001,6,0.21730000000000005,-5,30.0,1.0863000000000005,-13360,-13360,-483.7659,-8922.0,-0.37714000000000003,-18,22,-18,-2042.0,-1372.0,-23.0,-4482.0,-2299.0,-45.0,Gen.G
6253-8167,0,1,Suning,1933,1,9,-9,12,2.0,2.0,0.0,0.0,0.0,0.27930000000000005,0.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,21490,667.0459999999998,-333.3988999999997,761.9038,-2,-0.062100000000000044,2,0.062000000000000055,4,13.0,0.4035000000000002,10491,10491,325.63890000000015,4367.0,0.160429,105,7,42,520.0,714.0,47.0,1491.0,324.0,51.0,LGD Gaming
6253-8168,0,2,LGD Gaming,1868,0,-2,2,-6,-1.0,0.0,0.0,0.0,0.0,-0.06430000000000002,0.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,-1.0,1.0,-5.0,0.0,0.0,-2.0,-10530,-338.22270000000003,254.03639999999996,851.1777000000002,-4,-0.12849999999999984,-9,-0.2889999999999999,5,-26.0,-0.8351999999999995,-5629,-5629,-180.8030000000001,-1242.0,-0.053072400000000006,47,36,9,725.0,-902.0,-25.0,2845.0,1304.0,-10.0,Suning
ESPORTSTMNT02/1395844,0,1,DRX,2048,1,4,-4,11,1.0,0.0,0.0,0.0,1.0,0.11709999999999998,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,-1.0,0.0,1.0,2.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,-9353,-274.0137,682.8809000000001,347.46090000000004,22,0.6444999999999999,7,0.20509999999999984,-13,33.0,0.9668000000000001,11442,11442,335.2148000000001,5148.0,0.1857344,70,43,16,806.0,1564.0,37.0,2206.0,604.0,55.0,Team Dynamics
ESPORTSTMNT02/1395870,0,2,Team Dynamics,1516,0,-11,11,-24,-1.0,0.0,0.0,0.0,0.0,-0.43529999999999996,0.0,0.0,-3.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,-7.0,0.0,0.0,-1.0,-26388,-1044.3799,447.3483000000001,1.2665000000001783,3,0.11870000000000003,-20,-0.7916000000000001,2,-49.0,-1.9393999999999991,-12790,-12790,-506.2005999999999,-8706.0,-0.42218,-85,-30,-22,-2965.0,-2165.0,-28.0,-4050.0,-2602.0,-36.0,DRX
6255-8183,0,1,Team WE,1560,1,14,-14,46,0.0,0.0,0.0,0.0,1.0,0.5384,0.0,1.0,4.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,10.0,1.0,1.0,2.0,1529,58.80770000000007,499.9231,572.1922999999999,-2,-0.07690000000000019,12,0.4616,12,51.0,1.9615,14000,14000,538.4615000000001,10555.0,0.513406,55,-12,30,3040.0,1607.0,19.0,3665.0,2781.0,37.0,JD Gaming
6255-8184,0,2,JD Gaming,2624,1,9,-9,24,2.0,0.0,0.0,0.0,0.0,0.2058,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,19662,449.58839999999987,-451.3032999999996,804.8323,18,0.41159999999999997,-7,-0.1600999999999999,-3,-10.0,-0.2286999999999999,8989,8989,205.5411999999999,4400.0,0.1263914,-35,-25,6,-197.0,-1155.0,-19.0,-731.0,-1027.0,-16.0,Team WE
6255-8185,0,3,Team WE,1603,0,-17,17,-54,0.0,0.0,0.0,0.0,0.0,-0.6363000000000001,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,0.0,-8.0,0.0,0.0,-1.0,-27427,-1026.5877,686.6500999999998,813.8739,-44,-1.6469000000000005,1,0.03749999999999987,-6,-83.0,-3.106700000000001,-14108,-14108,-528.0598,-9835.0,-0.447988,-59,-22,-27,20.0,-813.0,-1.0,-3686.0,-4617.0,-28.0,JD Gaming
6256-8190,0,1,Top Esports,1427,1,20,-20,37,2.0,0.0,0.0,0.0,1.0,0.841,0.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,31930,1342.5368,-1246.1668000000002,-915.2628000000002,-6,-0.2522000000000002,18,0.7567999999999999,2,71.0,2.9852999999999996,18853,18853,792.698,11665.0,0.588138,81,16,37,1990.0,654.0,44.0,7148.0,4212.0,96.0,LNG Esports
ESPORTSTMNT02/1386267,0,1,Gen.G,2319,0,-5,5,-18,-1.0,0.0,0.0,0.0,0.0,-0.12940000000000002,0.0,0.0,2.0,3.0,-1.0,1.0,0.0,3.0,-1.0,1.0,2.0,0.0,-1.0,1.0,-4.0,1.0,1.0,-1.0,-6244,-161.55240000000003,10.297599999999875,38.913299999999936,24,0.621,6,0.15520000000000023,1,85.0,2.1991999999999994,-5211,-5211,-134.82540000000006,775.0,0.025456799999999998,-23,-46,10,508.0,1207.0,20.0,1669.0,2528.0,51.0,T1
6256-8192,0,2,LNG Esports,1607,0,-16,16,-38,-2.0,0.0,0.0,0.0,0.0,-0.5974,0.0,0.0,-4.0,-4.0,-1.0,-2.0,0.0,-1.0,0.0,0.0,-2.0,0.0,-1.0,0.0,-9.0,0.0,0.0,-1.0,-23211,-866.6209999999999,368.92340000000013,-440.9085,8,0.29869999999999974,-25,-0.9334,-8,-56.0,-2.0908999999999995,-15853,-15853,-591.8978999999999,-12085.0,-0.5484760000000001,-64,2,-20,-3507.0,-2030.0,-62.0,-6222.0,-3175.0,-83.0,Top Esports
ESPORTSTMNT02/1386295,0,2,T1,1475,1,16,-16,35,1.0,0.0,0.0,0.0,1.0,0.6507999999999999,0.0,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.0,-2.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,6128,249.2745,37.30169999999998,-220.35249999999996,-12,-0.4881000000000002,13,0.5287999999999999,-6,35.0,1.4238,10445,10445,424.8812999999999,5775.0,0.291796,5,16,7,1831.0,1057.0,-4.0,1396.0,1637.0,0.0,Gen.G
